Name,Award,Field,State/Country,Year
Dr. Arcot Lakshmanaswami Mudaliar,Padma Vibhushan,Medicine,Tamil Nadu,1963
Dr. Suniti Kumar Chatterjee,Padma Vibhushan,Literature and Education,West Bengal,1963
Shri Hari Vinayak Pataskar,Padma Vibhushan,Public Affairs,Maharashtra,1963
Dr. Badri Nath Prasad,Padma Bhushan,Literature and Education,Uttar Pradesh,1963
Dr. Kanuri Lakshmana Rao,Padma Bhushan,Civil Service,Delhi,1963
Dr. M. L. Soni,Padma Bhushan,Medicine,Delhi,1963
Dr. N. N. Bery,Padma Bhushan,Medicine,Punjab,1963
Dr. Ram Kumar Verma,Padma Bhushan,Literature and Education,Uttar Pradesh,1963
Maj. Gen. Sardar Harnarain Singh,Padma Bhushan,Civil Service,Punjab,1963
Pandit Makhanlal Chaturvedi,Padma Bhushan,Literature and Education,Madhya Pradesh,1963
Shri Nitish Chandra Laharry,Padma Bhushan,Social Work,West Bengal,1963
Shri Omeo Kumar Das,Padma Bhushan,Social Work,Assam,1963
Shri Rahul Sankritayan,Padma Bhushan,Literature and Education,Uttar Pradesh,1963
Shri Ramanlal Gokaldas Saraiya,Padma Bhushan,Public Affairs,Maharashtra,1963
Shri Trivenkata Rajendra Seshadri,Padma Bhushan,Literature and Education,Tamil Nadu,1963
Dr. Nani Chandra Bordoloi,Padma Shri,Medicine,Assam,1963
Dr. Sohrabji Pestonji Shroff,Padma Shri,Medicine,Delhi,1963
Lt. Col. George William Gregory Bird,Padma Shri,Medicine,United Kingdom,1963
Prof. Rashid Ahmed Siddiqi,Padma Shri,Literature and Education,Delhi,1963
Rev Joel Lakra,Padma Shri,Social Work,Bihar,1963
Shri Ahindra Chowdhury,Padma Shri,Literature and Education,West Bengal,1963
Shri Bishan Man Singh,Padma Shri,Science and Engineering,Uttar Pradesh,1963
Shri Brij Krishan Chandiwala,Padma Shri,Social Work,Delhi,1963
Shri K. C. Johorey,Padma Shri,Civil Service,Haryana,1963
Shri Mehboob Khan,Padma Shri,Art,Maharashtra,1963
Shri Melville Demellow,Padma Shri,Art,Rajasthan,1963
Shri Mushtaq Ali,Padma Shri,Sports,Madhya Pradesh,1963
Shri N. G.K. Murti,Padma Shri,Civil Service,Tamil Nadu,1963
Shri Noshir Framroze Suntook,Padma Shri,Civil Service,Maharashtra,1963
Shri Purnendu Kumar Banerjee,Padma Shri,Civil Service,West Bengal,1963
Shri Rana Krishnadev Narain Singh,Padma Shri,Civil Service,Assam,1963
Shri S. S. Yadav,Padma Shri,Civil Service,Delhi,1963
Shri Sisir Kumar Lahiri,Padma Shri,Civil Service,United Kingdom,1963
Shri Sumat Kishore Jain,Padma Shri,Civil Service,Uttar Pradesh,1963
Smt. Leela Sumant Mulgaonkar,Padma Shri,Social Work,Maharashtra,1963
Smt. Piloo M. Maneckji,Padma Shri,Social Work,Maharashtra,1963
Pt. Gopinath Kaviraj,Padma Vibhushan,Literature and Education,Uttar Pradesh,1964
Shri Acharya Kakasaheb Kalelkar (Dattatreya Balkrishna),Padma Vibhushan,Literature and Education,Maharashtra,1964
Dr. Chintaman Govind Pandit,Padma Bhushan,Medicine,Maharashtra,1964
Dr. Jacob Chandy,Padma Bhushan,Medicine,Kerala,1964
Dr. Jnanendra Nath Mukherjee,Padma Bhushan,Science and Engineering,West Bengal,1964
Dr. Kushwant Lal Wig,Padma Bhushan,Medicine,Punjab,1964
Dr. Rafiuddin Ahmed,Padma Bhushan,Medicine,West Bengal,1964
Dr. Sheikh Abdullah,Padma Bhushan,Literature and Education,Uttar Pradesh,1964
Pandit Kunji Lal Dubey,Padma Bhushan,Public Affairs,Madhya Pradesh,1964
Prof. Anukul Chandra Mukerji,Padma Bhushan,Literature and Education,Uttar Pradesh,1964
Prof. Mohd. Abdul Hai,Padma Bhushan,Medicine,Bihar,1964
Shri Anil Bandhu Guha,Padma Bhushan,Civil Service,West Bengal,1964
Shri Bhola Nath Mullik,Padma Bhushan,Civil Service,Delhi,1964
Shri Dara Nussarwanji Khurody,Padma Bhushan,Trade and Industry,Beirut,1964
Shri Narayanrao Shripad Rajhans alias Bal Gandharva,Padma Bhushan,Art,Maharashtra,1964
Shri Nur-ud-din Ahmed,Padma Bhushan,Public Affairs,Delhi,1964
Shri R.Krishnaswami Narayan,Padma Bhushan,Literature and Education,Karnataka,1964
Shri T. Narayanayajwa Ramachandran,Padma Bhushan,Science and Engineering,Tamil Nadu,1964
Shri Tribhovandas Kishibhai Patel,Padma Bhushan,Social Work,Gujarat,1964
Shri Tushar Kanti Ghosh,Padma Bhushan,Literature and Education,West Bengal,1964
Dr. Gadde  Ramakoteswar Rao,Padma Shri,Science and Engineering,Andhra Pradesh,1964
Lt. Col Rameshchandra Bhaskar Sule,Padma Shri,Civil Service,Maharashtra,1964
Lt. Col Santosh Kumar Mazumdar,Padma Shri,Medicine,Delhi,1964
Shri Adi Marzban,Padma Shri,Art,Maharashtra,1964
Shri Charanjit Singh,Padma Shri,Sports,Haryana,1964
Shri Krishna Chandra Shukla,Padma Shri,Literature and Education,Rajasthan,1964
Shri Morapakam Josiam Gopalan,Padma Shri,Sports,Tamil Nadu,1964
Shri Nawang Gombu,Padma Shri,Sports,West Bengal,1964
Shri Paramananda Acharya,Padma Shri,Science and Engineering,Odisha,1964
Shri Pratul Chandra Sorcar,Padma Shri,Art,West Bengal,1964
Shri Thepfoorya Haralu,Padma Shri,Civil Service,Andhra Pradesh,1964
Shri Vinayak Pandurang Karmarkar,Padma Shri,Art,Maharashtra,1964
Smt. S. Ambujammal,Padma Shri,Social Work,Tamil Nadu,1964
Air Marshal Arjan Singh,Padma Vibhushan,Civil Service,Delhi,1965
Gen. Jayanto Nath Chaudhuri,Padma Vibhushan,Civil Service,West Bengal,1965
Shri Mehdi Nawaz Jung,Padma Vibhushan,Public Affairs,Telangana,1965
Air Vice Mar. Ramaswamy Rajaram,Padma Bhushan,Civil Service,Tamil Nadu,1965
Air Vice Marshal P.Chandra Lal,Padma Bhushan,Civil Service,Punjab,1965
Capt. Raja Shrimant Chintamanrao Dhundirao Alias Appasaheb Patwardhan,Padma Bhushan,Public Affairs,Maharashtra,1965
Dr. Bhalchandra Babaji Dikshit,Padma Bhushan,Medicine,Maharashtra,1965
Dr. Jayant Vishnu Narlikar,Padma Bhushan,Science and Engineering,Maharashtra,1965
Dr. Joges Chandra Banerjea,Padma Bhushan,Medicine,West Bengal,1965
Dr. Kalpathi Ramakrishna Ramanathan,Padma Bhushan,Science and Engineering,Tamil Nadu,1965
Dr. Triguna Sen,Padma Bhushan,Literature and Education,West Bengal,1965
Lt. (Gen.) Harbakhsh Singh,Padma Bhushan,Civil Service,Delhi,1965
Lt. Cmdr. Mohan Singh Kohli,Padma Bhushan,Sports,Delhi,1965
Lt. General  P.O. Dunn,Padma Bhushan,Civil Service,Maharashtra,1965
Lt. General Joginder Singh Dhillon,Padma Bhushan,Civil Service,Punjab,1965
Lt. General Kashmir Singh Katoch,Padma Bhushan,Civil Service,Punjab,1965
Mir Akbar Ali Khan,Padma Bhushan,Public Affairs,Andhra Pradesh,1965
Pandit Shiv Sharma,Padma Bhushan,Medicine,Uttar Pradesh,1965
Prof. Mohd Mujeeb,Padma Bhushan,Literature and Education,Delhi,1965
Shri Brindaban Lal Verma,Padma Bhushan,Literature and Education,Uttar Pradesh,1965
Shri Krishnaswami Ayyar Balasubramania Ayyar,Padma Bhushan,Public Affairs,Tamil Nadu,1965
Shri Manikya Lal Verma,Padma Bhushan,Social Work,Rajasthan,1965
Shri Narasinh Narayan Godbole,Padma Bhushan,Literature and Education,Maharashtra,1965
Shri Nawang Gombu,Padma Bhushan,Sports,West Bengal,1965
Shri Santu Jouharmal Shahaney,Padma Bhushan,Civil Service,West Bengal,1965
Shri Satyajit Ray,Padma Bhushan,Art,West Bengal,1965
Shri Shantanu Lakshman Kirloskar,Padma Bhushan,Trade and Industry,Maharashtra,1965
Shri Sonam Gyatso,Padma Bhushan,Sports,Sikkim,1965
Capt. Avtar Singh Vohra Cheema,Padma Shri,Sports,Punjab,1965
Capt. Hari Pal Singh Ahluwalia,Padma Shri,Sports,Punjab,1965
Dr. Dwijendra Nath Mukerjee,Padma Shri,Medicine,West Bengal,1965
Dr. Tonse Madhava Anantha Pai,Padma Shri,Literature and Education,Karnataka,1965
Dr. Vishnu Madava Ghatage,Padma Shri,Science and Engineering,Karnataka,1965
Guru Kunju Kurup,Padma Shri,Art,Kerala,1965
Hakim Abdul Hameed,Padma Shri,Medicine,Delhi,1965
Major Narendra Kumar,Padma Shri,Sports,Punjab,1965
Prof. Anant Atmaram Kanekar,Padma Shri,Literature and Education,Maharashtra,1965
Prof. Dinkar Balwant Deodhar,Padma Shri,Sports,Maharashtra,1965
Prof. Mrityanjaya Vaidyanathan,Padma Shri,Science and Engineering,Tamil Nadu,1965
Prof. Vishnu Namdeo Adarkar,Padma Shri,Literature and Education,Maharashtra,1965
Rev Panavelil Thomas Chandi,Padma Shri,Literature and Education,Uttar Pradesh,1965
Rt. (Rev.) John Richardson,Padma Shri,Social Work,Andaman & Nicobar,1965
Shri Ang Kami,Padma Shri,Sports,Assam,1965
Shri Chandra Prakash Vohra,Padma Shri,Sports,West Bengal,1965
Shri Gopal Prasad Vyas,Padma Shri,Literature and Education,Delhi,1965
Shri Gordhandas Bhagwandas Narottamdas,Padma Shri,Social Work,Maharashtra,1965
Shri Hanumanbax Kanoi,Padma Shri,Trade and Industry,Rajasthan,1965
Shri Harish Chander Singh Rawat,Padma Shri,Sports,Delhi,1965
Shri Jashbhai Shankarbhai Patel,Padma Shri,Science and Engineering,Gujarat,1965
Shri John Travere Mends Gibson,Padma Shri,Literature and Education,Rajasthan,1965
Shri Kandathil Mammen Cherian,Padma Shri,Literature and Education,Kerala,1965
Shri Krutartha Acharya,Padma Shri,Trade and Industry,Odisha,1965
Shri Phu Dorji,Padma Shri,Sports,West Bengal,1965
Shri Ravishanker Mahashanker Raval,Padma Shri,Art,Gujarat,1965
Shri Sonam Wangyal,Padma Shri,Sports,Sikkim,1965
Shri Varghese Kurien,Padma Shri,Trade and Industry,Gujarat,1965
Shri Vuppalathadiyam Nagayya,Padma Shri,Art,Tamil Nadu,1965
Shri Wilson Jones,Padma Shri,Sports,Maharashtra,1965
Smt. Lakshmi Mazumdar,Padma Shri,Social Work,Delhi,1965
Smt. Mona Chandravati Gupta,Padma Shri,Social Work,Uttar Pradesh,1965
Smt. Mrinalini Sarabhai,Padma Shri,Art,Gujarat,1965
Smt. Thrity H. Taleyarkhan,Padma Shri,Social Work,Maharashtra,1965
Shri Lal Bahadur Shastri,Bharat Ratna,Public Affairs,Uttar Pradesh,1966
Dr. Valerian Cardinal Gracias,Padma Vibhushan,Social Work,Maharashtra,1966
Dr. Bhai Jodh Singh,Padma Bhushan,Literature and Education,Punjab,1966
Dr. Puliyur Krishnaswamy Duraiswami,Padma Bhushan,Medicine,Delhi,1966
Dr. Vikram Ambalal Sarabhai,Padma Bhushan,Science and Engineering,Gujarat,1966
Shri Babubhai Maneklal Chinai,Padma Bhushan,Trade and Industry,Maharashtra,1966
Shri Bhabani Charan Mukharji,Padma Bhushan,Civil Service,West Bengal,1966
Shri Haribhau Upadhyaya,Padma Bhushan,Literature and Education,Uttar Pradesh,1966
Shri Homi Nusserwanji Sethna,Padma Bhushan,Civil Service,Maharashtra,1966
Shri K.P. Kesava Menon,Padma Bhushan,Public Affairs,Kerala,1966
Shri Mannathu Padmanabhan,Padma Bhushan,Social Work,Kerala,1966
Shri Shankar Pillai,Padma Bhushan,Art,Delhi,1966
Shri T.S. Ramaswami Aiyar,Padma Bhushan,Public Affairs,Tamil Nadu,1966
Shri Varghese Kurien,Padma Bhushan,Trade and Industry,Gujarat,1966
Shri Vinayak Sitaram Sarwate,Padma Bhushan,Literature and Education,Madhya Pradesh,1966
Shri Zubin Mehta,Padma Bhushan,Art,Canada,1966
Dr. (Miss) Jerusha Jhirad,Padma Shri,Medicine,Maharashtra,1966
Dr. Ernest Joachim Joseph Borges,Padma Shri,Medicine,Maharashtra,1966
Dr. NULL Dharmendra,Padma Shri,Medicine,Delhi,1966
Dr. Robert Breocklesby Davis,Padma Shri,Medicine,Bihar,1966
Dr. Satish Dhawan,Padma Shri,Science and Engineering,Karnataka,1966
Prof. Nirmal Kumar Bose,Padma Shri,Literature and Education,West Bengal,1966
Sardar Mohan Singh,Padma Shri,Civil Service,Delhi,1966
Shri B. Sivamurthy Sastry,Padma Shri,Literature and Education,Karnataka,1966
Shri Ebrahim Alkazi,Padma Shri,Trade and Industry,Delhi,1966
Shri Eswara Iyer Krishna Iyer,Padma Shri,Art,Tamil Nadu,1966
Shri Harishankar Sharma,Padma Shri,Literature and Education,Uttar Pradesh,1966
Shri Inderjit Singh Tulsi,Padma Shri,Literature and Education,Delhi,1966
Shri Jagdish Prasad,Padma Shri,Civil Service,Uttar Pradesh,1966
Shri Kishan Lal,Padma Shri,Sports,Uttar Pradesh,1966
Shri Kuldip Singh Virk,Padma Shri,Civil Service,Punjab,1966
Shri Kundan Lal Bery,Padma Shri,Civil Service,Punjab,1966
Shri Maqbool Fida Husain,Padma Shri,Art,Delhi,1966
Shri Mohammad Din Jagir,Padma Shri,Social Work,Jammu & Kashmir,1966
Shri Poddar Ramavtar Arun,Padma Shri,Literature and Education,Maharashtra,1966
Shri Purushottam Laxman Deshpande,Padma Shri,Literature and Education,Maharashtra,1966
Shri Rajeshwar Nath Zutshi,Padma Shri,Literature and Education,Madhya Pradesh,1966
Shri Ramprasad Ramchand Khandelwal,Padma Shri,Trade and Industry,Uttar Pradesh,1966
Shri Sanganvasappa  Mallangouda Patil,Padma Shri,Civil Service,Karnataka,1966
Shri Sayyid Ahmadullah Qadri,Padma Shri,Literature and Education,Telangana,1966
Shri Stanislaus Joseph Coelho,Padma Shri,Civil Service,Maharashtra,1966
Shri Surinder Singh Bedi,Padma Shri,Civil Service,Delhi,1966
Shri Villupuram Chinnaiya Ganesan,Padma Shri,Art,Tamil Nadu,1966
Smt. Bhanumati Ramakrishna,Padma Shri,Art,Tamil Nadu,1966
Smt. Sumitra Charat Ram,Padma Shri,Art,Delhi,1966
Swami Bichitrananda Das,Padma Shri,Social Work,Odisha,1966
Shri Bhola Nath Jha,Padma Vibhushan,Civil Service,Uttar Pradesh,1967
Shri Chandra Kisan Daphtary,Padma Vibhushan,Public Affairs,Maharashtra,1967
Shri Hafiz Mohammad Ibrahim,Padma Vibhushan,Civil Service,Andhra Pradesh,1967
Shri Pattadakal Venkanna R Rao,Padma Vibhushan,Civil Service,Telangana,1967
Dr. (Smt.) Sivaramakrishna Padmavati,Padma Bhushan,Medicine,Delhi,1967
Dr. Dadasaheb Chintamani Pavate,Padma Bhushan,Literature and Education,Karnataka,1967
Dr. Khwaja Ghulam Saiyidain,Padma Bhushan,Literature and Education,Uttar Pradesh,1967
Dr. T.M.Ponnambalam Mahadevan,Padma Bhushan,Literature and Education,Tamil Nadu,1967
Dr. Tulsi Das,Padma Bhushan,Medicine,Punjab,1967
Maj. Gen. C.Kottieth Lakshmanan,Padma Bhushan,Medicine,Tamil Nadu,1967
Shri Akshay Kumar Jain,Padma Bhushan,Literature and Education,Delhi,1967
Shri Ali Akbar Khan,Padma Bhushan,Art,West Bengal,1967
Shri Asoke Kumar Sarkar,Padma Bhushan,Literature and Education,West Bengal,1967
Shri Benegal Shiva Rao,Padma Bhushan,Literature and Education,Delhi,1967
Shri Datto Vaman Potdar,Padma Bhushan,Literature and Education,Maharashtra,1967
Shri Dharamnath Prasad Kohli,Padma Bhushan,Civil Service,Punjab,1967
Shri Kaikhushru Ruttonji P. Shroff,Padma Bhushan,Public Affairs,Maharashtra,1967
Shri Kalyanji Vithalbhai Mehta,Padma Bhushan,Literature and Education,Gujarat,1967
Shri Krishna Kanta Handique,Padma Bhushan,Literature and Education,Assam,1967
Shri Mihir Kumar Sen,Padma Bhushan,Sports,West Bengal,1967
Shri Mulk Raj Anand,Padma Bhushan,Literature and Education,Maharashtra,1967
Shri Mulk Raj Chopra,Padma Bhushan,Civil Service,Uttarakhand,1967
Shri Ramanathan Krishnan,Padma Bhushan,Sports,Tamil Nadu,1967
Shri Ravi Shankar,Padma Bhushan,Art,Uttar Pradesh,1967
Shri Vasantrao Bandoji Patil,Padma Bhushan,Trade and Industry,Maharashtra,1967
Smt. M.L. Vasanthakumari,Padma Bhushan,Art,Andhra Pradesh,1967
Smt. Pupul Jayakar,Padma Bhushan,Social Work,Delhi,1967
Smt. Tara Cherian,Padma Bhushan,Social Work,Tamil Nadu,1967
Dr. A. Ramaswami Gopal Ayengar,Padma Shri,Science and Engineering,Maharashtra,1967
Dr. Amar Prasad Ray,Padma Shri,Medicine,Delhi,1967
Dr. Guduru Venkata Chalam,Padma Shri,Science and Engineering,Tamil Nadu,1967
Dr. Hermenogild Santapau,Padma Shri,Science and Engineering,Spain,1967
Dr. Monkombu Sambasivan Swaminathan,Padma Shri,Science and Engineering,Tamil Nadu,1967
Dr. Natteri Veeraraghavan,Padma Shri,Medicine,Tamil Nadu,1967
Dr. Puthenpurayil Mathew Joseph,Padma Shri,Literature and Education,Kerala,1967
Lt. Col. Lal Singh,Padma Shri,Science and Engineering,Uttarakhand,1967
Miss Edith Helen Paull,Padma Shri,Medicine,Maharashtra,1967
Nawab Mohd. Mansur Ali Khan Pataudi,Padma Shri,Sports,Delhi,1967
Shri Ajit Singh,Padma Shri,Science and Engineering,Punjab,1967
Shri Ali Sardar Jafri,Padma Shri,Literature and Education,Maharashtra,1967
Shri Balbir Singh Saigal,Padma Shri,Civil Service,Delhi,1967
Shri Balkrishna Bhagwant Borkar,Padma Shri,Literature and Education,Goa,1967
Shri Chandi Dan,Padma Shri,Science and Engineering,Rajasthan,1967
Shri Chandravadan Chimanlal Mehta,Padma Shri,Literature and Education,Gujarat,1967
Shri Frank Sathyarajan Dewars,Padma Shri,Civil Service,Burma,1967
Shri Gurdial Singh,Padma Shri,Sports,Chandigarh,1967
Shri Harischandra Gopal Patil,Padma Shri,Science and Engineering,Maharashtra,1967
Shri Kalluri  Subba Rao,Padma Shri,Social Work,Andhra Pradesh,1967
Shri Kashi Prasad Pande,Padma Shri,Public Affairs,Madhya Pradesh,1967
Shri Kiron Chandra Banerjee,Padma Shri,Civil Service,West Bengal,1967
Shri Krishnachandra Moreshwar alias Daji Bhatawadekar,Padma Shri,Art,Maharashtra,1967
Shri Lal Chand Verman,Padma Shri,Public Affairs,Delhi,1967
Shri Maganbhai Ranchhodbhai Patel,Padma Shri,Science and Engineering,Gujarat,1967
Shri Mayadhar Mansinha,Padma Shri,Literature and Education,Odisha,1967
Shri Mohammad Rafi,Padma Shri,Art,Punjab,1967
Shri Nagappa Chettiar,Padma Shri,Trade and Industry,Tamil Nadu,1967
Shri Prithipal Singh,Padma Shri,Sports,Punjab,1967
Shri Priya Ranjan Sen,Padma Shri,Social Work,West Bengal,1967
Shri Sasadhar Mukerji,Padma Shri,Art,Maharashtra,1967
Shri Shankar Laxman,Padma Shri,Sports,Karnataka,1967
Shri Shanti Prasad,Padma Shri,Civil Service,Uttar Pradesh,1967
Shri Syed Fareeduddin,Padma Shri,Science and Engineering,Telangana,1967
Shri Vasant Desai,Padma Shri,Art,Maharashtra,1967
Shri Ved Rattan Mohan,Padma Shri,Trade and Industry,Uttar Pradesh,1967
Shri Vinjamuri Venkata Lakshmi Narasimha Rao,Padma Shri,Art,Tamil Nadu,1967
Shri Vithaldas Hakamchand Shah,Padma Shri,Trade and Industry,Maharashtra,1967
Smt. Prabhjot Kaur,Padma Shri,Literature and Education,Delhi,1967
Smt. Siddheshwari Devi,Padma Shri,Art,Delhi,1967
Syed Abdul Qadir,Padma Shri,Social Work,Uttar Pradesh,1967
Dr. Madhav Shrihari Aney,Padma Vibhushan,Public Affairs,Madhya Pradesh,1968
Dr. Subrahmanyan Chandrasekhar,Padma Vibhushan,Science and Engineering,USA,1968
Prof. Prasanta Chandra Mahalanobis,Padma Vibhushan,Literature and Education,Delhi,1968
Shri K. Vaidyanatha Kalyana Sundaram,Padma Vibhushan,Public Affairs,Delhi,1968
Shri Kirpal Singh,Padma Vibhushan,Civil Service,Delhi,1968
Acharya Vishva Bandhu,Padma Bhushan,Literature and Education,Uttar Pradesh,1968
Dr. Benjamin Peary Pal,Padma Bhushan,Science and Engineering,Punjab,1968
Dr. Brahm Prakash,Padma Bhushan,Science and Engineering,Punjab,1968
Dr. Calyampudi Radhakrishna Rao,Padma Bhushan,Science and Engineering,Delhi,1968
Dr. Jyotish Chandra Ray,Padma Bhushan,Medicine,West Bengal,1968
Dr. K.S. Karanth,Padma Bhushan,Literature and Education,Karnataka,1968
Dr. M Govinda Kumar Menon,Padma Bhushan,Medicine,Delhi,1968
Dr. Mariadas Ruthnaswamy,Padma Bhushan,Literature and Education,Tamil Nadu,1968
Dr. Murugappa Channaveerappa Modi,Padma Bhushan,Medicine,Karnataka,1968
Dr. Prabhu Lal Bhatnagar,Padma Bhushan,Science and Engineering,Karnataka,1968
Dr. Sudhir Ranjan Sen Gupta,Padma Bhushan,Literature and Education,West Bengal,1968
Lt. Gen. S.H.F. Jamshedji Manekshaw,Padma Bhushan,Civil Service,Maharashtra,1968
Shri Bismillah Khan,Padma Bhushan,Art,Uttar Pradesh,1968
Shri Gopalan Narasimhan,Padma Bhushan,Literature and Education,Tamil Nadu,1968
Shri Govind Kurup Shankara,Padma Bhushan,Literature and Education,Kerala,1968
Shri Gujar Mal Modi,Padma Bhushan,Trade and Industry,Uttar Pradesh,1968
Shri Mamidipudi Venkatarangayya,Padma Bhushan,Literature and Education,Andhra Pradesh,1968
Shri Manchakkattuvalasu Palanivelappa Gounder Periaswamy Thooran,Padma Bhushan,Literature and Education,Tamil Nadu,1968
Shri Mansukhlal Atmaram Master,Padma Bhushan,Public Affairs,Maharashtra,1968
Shri Manukonda Cholapathi Rao,Padma Bhushan,Literature and Education,Andhra Pradesh,1968
Shri Radhanath Rath,Padma Bhushan,Literature and Education,Odisha,1968
Shri Raghupati Sahai Firaq,Padma Bhushan,Literature and Education,Uttar Pradesh,1968
Shri Sarda Prasad Varma,Padma Bhushan,Civil Service,Uttar Pradesh,1968
Shri Shamprasad Rupshankar Vasavada,Padma Bhushan,Social Work,Gujarat,1968
Shri Shripad Damodar Satwalekar,Padma Bhushan,Literature and Education,Maharashtra,1968
Shri Vishnu Sakharam Khandekar,Padma Bhushan,Literature and Education,Maharashtra,1968
Shri Waman Bapuji Metre,Padma Bhushan,Science and Engineering,Maharashtra,1968
Smt. Mary Clubwala Jadhav,Padma Bhushan,Social Work,Maharashtra,1968
Dr. Abhin Chandra Rao,Padma Shri,Medicine,Odisha,1968
Dr. G. Narasimhan,Padma Shri,Social Work,Tamil Nadu,1968
Dr. Govind Pandurang Kane,Padma Shri,Science and Engineering,Maharashtra,1968
Dr. Raja Ramanna,Padma Shri,Science and Engineering,Tamil Nadu,1968
Kum. Yamini Krishnamurti,Padma Shri,Art,Delhi,1968
Pt. Ayodhya Prasad,Padma Shri,Art,Uttar Pradesh,1968
Rajkumari Sumitra Devi,Padma Shri,Social Work,Haryana,1968
Shri Akhtar Mohiuddin,Padma Shri,Literature and Education,Jammu & Kashmir,1968
Shri Akkineni Nageswara Rao,Padma Shri,Art,Telangana,1968
Shri Amar Nath Gupta,Padma Shri,Social Work,Delhi,1968
Shri Balasaheb  Amgonda Patil,Padma Shri,Literature and Education,Maharashtra,1968
Shri Bhaurao Krishnarao @Dadasaheb Gaikwad,Padma Shri,Social Work,Maharashtra,1968
Shri Calambur Sivaramamurti,Padma Shri,Literature and Education,Delhi,1968
Shri Dattetrreya Ramachandra Bendre,Padma Shri,Literature and Education,Karnataka,1968
Shri Devachand Chhaganlal Shah,Padma Shri,Literature and Education,Maharashtra,1968
Shri Devi Lal Samar,Padma Shri,Art,Rajasthan,1968
Shri Donthy Naranappa  Krishnaiah Setty,Padma Shri,Social Work,Karnataka,1968
Shri Jaikishan Dahyabhai Panchal,Padma Shri,Art,Maharashtra,1968
Shri Jehangir Shapurji Bhownagary,Padma Shri,Civil Service,France,1968
